id,created_at,text
1072507900210360320,2018-12-11 15:06:24,"RT @IkerMoran_: Holi compis de agencias de comunicación. Consejos del tito Iker: cosas que nos molestan a los periodistas:
1. Dar por hecho…"
1069560789797875712,2018-12-03 11:55:38,"RT @ramonlobo: El éxito de Vox es un fracaso colectivo. De la derecha tradicional que ha blanqueado su discurso y de la izquierda, perdida…"
1067839199850713089,2018-11-28 17:54:39,RT @aventurasaber: NCI Educación es un programa semanal de ámbito iberoamericano dedicado al conocimiento  @NCINoticias   https://t.co/Sle4…
1065970454337339393,2018-11-23 14:08:55,Sobre las marcas que deja la guerra pero también sobre el perdón. Excombatientes argentinos y británicos de la Guer… https://t.co/yYTRGs1QVL
1064447132642549760,2018-11-19 09:15:47,"https://t.co/C80E3cvY9M
""La esquinada ubicación y el carácter poco reivindicativo de sus habitantes dejan fuera de… https://t.co/ev22xVWfPe"
1060592865758322688,2018-11-08 18:00:18,RT @MSNBC: BREAKING: White House aide grabs and tries to physically remove a microphone from CNN Correspondent Jim Acosta during a contenti…
1060569406319849472,2018-11-08 16:27:05,Hoy hemos entrevistado a @ViolaSofia para @NCINoticias Esta noche abre el concierto de @monlaferte y mañana tocará… https://t.co/VXMNMBf4Uz
1060129687991660545,2018-11-07 11:19:48,RT @AP_APAlmeria: La UNESCO lanza el Observatorio de Periodistas Asesinados https://t.co/Gj4Ua86p1Q https://t.co/z4cB7NM5DE
1056880915266322433,2018-10-29 12:10:20,"Seguimos trabajando, ahora, para dar voz a los pacientes con diabetes. #DiaMundialDiabetes https://t.co/Z0mJASag7V"
1052951888696619009,2018-10-18 15:57:47,"RT @salvadostv: Seguro que nos ha leído en el Marca. Díganos algo, @marianorajoy. https://t.co/7B2nSlMbK8"
1052923387234934784,2018-10-18 14:04:32,RT @plenaiandalucia: Andalucía será la primera Comunidad Autónoma  en la que todas las personas con discapacidad intelectual podrán votar.…
1052523407122866177,2018-10-17 11:35:09,👏👏👏👏👏  #gastronomia #Almeria https://t.co/BNL5G9FwYy
1052194954083102720,2018-10-16 13:50:00,RT @aventurasaber: Colaboración con la Televisión Educativa Iberoamericana  @NCINoticias https://t.co/es6ZrdAsTM @la2_tve https://t.co/fD4T…
1051791068243644416,2018-10-15 11:05:06,"✍️  #PiedadBonet @LouisaMayAlcott @BrunaHusky #IsabelMellado #JuliaNavarro @SarahLarkWriter Diferentes épocas, géne… https://t.co/HlkPAVLWLz"
1050311359412473856,2018-10-11 09:05:16,RT @NCINoticias: Este año el #DiaMundialSaludMental pone el foco en los jóvenes. Un tema sobre el que profundizamos con Nel Anxelu González…
1049645298753122306,2018-10-09 12:58:35,RT @A_Valenzuela: Desde que estoy embarazada he tenido que decir que no a muchos trabajos de presentadora de eventos y a rodajes. No aguant…
1049590932872552448,2018-10-09 09:22:33,"RT @NCINoticias: Esta semana en NCI Educación:
📍 La #SaludMental en espacios como el instituto o la universidad. @noalestigma @consaludment…"
1049214482826895360,2018-10-08 08:26:40,"@BelliRamirez Buenos días Belli, soy Noelia Carrión periodista de la Televisión Iberoamericana. ¿Podría facilitarme… https://t.co/Ac6GhxTyQ3"
1049198645122420736,2018-10-08 07:23:44,"RT @rosamariaartal: La periodista búlgara Victoria Marinova ha sido hallada violada y asesinada, informan medios locales. Investigaba casos…"
1048181536460328961,2018-10-05 12:02:07,"RT @elpais_inter: ENTREVISTA | Nadia Murad, activista yazidí recién galardonada con el Premio Nobel de la Paz. Murad conversó con EL PAÍS e…"
1048149929317863424,2018-10-05 09:56:31,"@MIAnimacion Buenos días, soy Noelia Carrión periodista de la Televisión Iberoamericana. ¿Podrían facilitarme un nº… https://t.co/wADIOFmYZ1"
1047765661072744448,2018-10-04 08:29:34,@SaveChildrenEs denuncia los abusos sexuales en la infancia con #RompoelSilencio y pide que se cree una fiscalía es… https://t.co/fXd3QFyz4N
1047757085897678848,2018-10-04 07:55:30,RT @WWFespana: ¡Hoy es el #DiaMundialDeLosAnimales! Compartimos el planeta con una variedad enorme de especies de animales y hoy es el día…
1047050463537967106,2018-10-02 09:07:38,Hoy comienza #NCIEducación👏  Seguimos trabajando para dar visibilidad a la cultura científica y educativa de Iberoa… https://t.co/SVzc85gSg3
1045621962725347328,2018-09-28 10:31:17,¿Qué está pasando con la justicia española que está fallando a las víctimas de violencia de género? ¿En qué se ampa… https://t.co/Q0rlFwRi5I
1045611565402263553,2018-09-28 09:49:58,"RT @MedicosdelMundo: Hoy, 28 de septiembre, se celebra el Día Internacional por la despenalización del aborto, denominado en España como Dí…"
1045251604415500290,2018-09-27 09:59:36,"RT @PDICIENCIA: La @Plenainclusion llega a las universidades gracias a entidades como la @Fundacion_ONCE @ujaen, @Univcordoba @unicompluten…"
1044958652099186688,2018-09-26 14:35:31,RT @NCINoticias: Pablo Ibar lleva 24 años preso y 16 de ellos esperando en el corredor de la muerte. Este es el caso que sienta la base de…
1044554491947814912,2018-09-25 11:49:32,"RT @NCINoticias: La compañera @Noelia_Carrion9 entrevistó a Cheli Blasco, Coordinadora Círculo de Familias en duelo, sobre cómo se aborda d…"
1042422146486677504,2018-09-19 14:36:21,🔵  Visibilicemos algo tan natural como dar el pecho (en el deporte y en cualquier ámbito profesional)👏   #maternidad https://t.co/27VOVlTpMn
1042371672962215936,2018-09-19 11:15:47,Decepcionada con este titular de @elmundoes sobre el asesinato de #CeliaBarquin ¿Es posible un poco menos de empatí… https://t.co/dBrNdPKCDM
1042073328683507712,2018-09-18 15:30:17,"RT @NCINoticias: Nel Anxelu González Zapico, presidente de @consaludmental, estará en NCI con motivo del Día Mundial de la #SaludMental par…"
1041653341422583808,2018-09-17 11:41:24,Noticias que te alegran el día😄  #Westworld   #AaronPaul https://t.co/m2J5NBJen0
1041621537126854658,2018-09-17 09:35:01,RT @AdrianaRecio_: Entrevista a @paulaboneti sobre #Roedores en @elconfidencial: «el hecho de que tú no sepas cómo preguntar y yo no sepa q…
1040238625458450433,2018-09-13 13:59:49,La Confederación @Autismo_Espana ha presentado un manual para que los medios de comunicación tratemos de una forma… https://t.co/VypLEfXpc1
1039423343160647680,2018-09-11 08:00:11,RT @Barriolasletras: Si quieres que las frases de  escritoras  españolas  se queden de forma permanente en las calles del Barrio de las Let…
1038020188384440320,2018-09-07 11:04:33,"@patriflorp Buenas tardes Patricia, soy Noelia Carrión, de la Televisión Iberoamericana. Te entrevistamos en Valenc… https://t.co/mkzLoxHREh"
1037687458660532229,2018-09-06 13:02:24,"RT @MadridDestino: El próximo martes 11, Ramón Paso estrena ""Otelo a juicio"" en  @fernangomezCCV. Una revisión del clásico de Shakespeare,…"
1037671855304441856,2018-09-06 12:00:23,RT @NCINoticias: Hoy la compañera @Noelia_Carrion9 ha entrevistado a @NachoCarretero. El periodista español estará presentando en nuestro p…
1035504887981854722,2018-08-31 12:29:38,"RT @NCINoticias: La próxima semana en NCI:
Investigadores Mohamed Mostajo (de @UofCalifornia y @CdeCBo) y Juan Sebastián Osorio (de @CdeC_C…"
1035141481772797952,2018-08-30 12:25:35,"RT @publico_es: La otra cara de comprar bebés y alquilar úteros 

Por @anaisbernal https://t.co/UR2FuXsMI7"
1035107421046427648,2018-08-30 10:10:15,RT @elpais_cultura: El premio reconoce la capacidad de Almudena Grandes para “crear una obra literaria centrada en la mujer y en la histori…
1034722925327339520,2018-08-29 08:42:24,RT @ramonlobo: El trabajo de los periodistas no consiste en repetir las mentiras sino en confrontarlas con datos para desactivarlas. Esto d…
1034349736810164224,2018-08-28 07:59:29,"RT @ONUMedioAmb: Mira en esta infografía 6 factores que amenazan la calidad del #agua.
En la #SemanadelAgua en Suecia se buscarán solucione…"
1032211834860957698,2018-08-22 10:24:13,Con muchas ganas de conocer 'Roedores' allí estaré @paulaboneti https://t.co/dO10UbJKe5
1031899042303754240,2018-08-21 13:41:18,RT @Emiliodelape: Imprescindible este artículo  para conocer como Grecia pasa de ser un protectorado a ser un protectorado y continúa siend…
1031462594899456002,2018-08-20 08:47:00,RT @Madridonasangre: URGE! Seguimos con el 0- en alerta roja. Os necesitamos.!! A- y B- tb en alerta. Consulta tu punto +cercano en https:/…
1025039305390149635,2018-08-02 15:23:09,"RT @anaisbernal: ¿Por qué, a pesar de estar en libertad provisional, un miembro de La Manada decide ampliar su historial delictivo y robar?…"
1023202466203136000,2018-07-28 13:44:12,"@mjiastedalegria El problema está en que, con su videoclip por ejemplo, esta persona muestra estereotipos de la cul… https://t.co/VGHWYt2Zzs"
1023201276606246913,2018-07-28 13:39:29,"RT @ramonlobo: Los periodistas no podemos exigir que se prohiban Facebook,Twitter o Google por competencia desleal. Tampoco los taxistas co…"
1023116412049674240,2018-07-28 08:02:15,"RT @elcultural: Emily Bronte, 200 años de cumbres y versos https://t.co/E93Kf9MkRZ https://t.co/Cumc1HEGvF"
1023115663316082688,2018-07-28 07:59:17,RT @ramonlobo: Documentos oficiales de la universidad muestran que las convalidaciones de Casado se hicieron irregularmente https://t.co/bI…
1022498229257232384,2018-07-26 15:05:49,RT @Cinema23Oficial: ¡Estos son los cineastas #iberoamericanos que forman parte de los 13 nominados al Premio Kutxabank-New Directors en @s…
1022490630684061697,2018-07-26 14:35:37,El Tribunal Europeo de Justicia ha decidido que los organismos modificados mediante la técnica de edición genética… https://t.co/rIaUjWLTQT
1022479145085927424,2018-07-26 13:49:59,"Acabo de descubrir el proyecto @malqueridadice que, en otros temas, está dando visibilidad a mujeres que sufrieron… https://t.co/ofdLqzcIMs"
1022471456536645633,2018-07-26 13:19:26,Impactantes los datos de este informe👉 Seis de cada 10 menores de 20 años y cuatro de cada 10 chicas justifican que… https://t.co/vAPkxclOQS
1022428430179229701,2018-07-26 10:28:28,"RT @minisashas: ¿Queréis cocinarnos al vapor, @metro_madrid? La línea 5 parece una sauna y, más allá de lo incómodo, da mucho asco."
1022383761835610113,2018-07-26 07:30:58,RT @NCINoticias: Hoy se estrena #Filoctetes en el marco del @Festival_Merida. Adaptación de @Jordi_Casanovas dirigida por Antonio Simón que…
1021783779306860551,2018-07-24 15:46:51,"RT @AP_APAlmeria: Laos, no Lao. Recomendación de la @Fundeu a #periodistas.
https://t.co/Ive56bAHic"
1021682797461872640,2018-07-24 09:05:35,RT @ivan4dic: Me encantan las gráficas manipuladas para alterar la percepción de los datos. Tanto que las voy a ir recopilando en este hilo
1021389197591089153,2018-07-23 13:38:55,"RT @NCINoticias: Su hija, su marido, su antigua psicóloga, su ex-jefe…. personas a las que @gabrielawiener entrevistó para saber que piensa…"
1019597391803174912,2018-07-18 14:58:56,RT @RevistaNegrxs: Hace 100  años nació Nelson Mandela.  Un Hermano sudafricano que luchó contra el apartheid y que aún persiste su legado…
1019524574633963522,2018-07-18 10:09:35,RT @Anacronicos: #TalDiaComoHoy de 1817 moría #JaneAusten una de las grandes escritoras británicas de la #literatura universal y autora ent…
1019226081495322624,2018-07-17 14:23:28,No todos los días tienes la oportunidad de hacer entrevistas tan interesantes. Espero llegar a tener tu vitalidad… https://t.co/cC33KiXfLC
1019165829110394881,2018-07-17 10:24:03,"RT @NCINoticias: ¿Qué es el pensamiento computacional? ¿Qué papel juega en la educación? ¿Cómo puede evaluarse esta habilidad? @J_MorenoL,…"
1019128527222968320,2018-07-17 07:55:50,¿Cómo está la competencia lectora de los alumnos de primaria en España? @CarmenTovarSanc directora del @educaINEE c… https://t.co/SLc97nOFwi
1017746958864257024,2018-07-13 12:25:58,@paulaboneti Qué maravilla.
1014907827478061057,2018-07-05 16:24:16,"Desde Madrid os mando un abrazo compañeros @pesefe @GretaAira y @ghlorenzo Vais a hacer un gran trabajo en Almagro,… https://t.co/3AWOEtmBsF"
1014898344479592449,2018-07-05 15:46:35,RT @elcultural: La eurocámara rechaza la reforma de los derechos de autor. El texto tendrá que ser debatido y volverá a votarse en septiemb…
1014798761560813568,2018-07-05 09:10:53,@ahedysia @ANYTEMAA
1014772714308034560,2018-07-05 07:27:23,RT @europapress: Guatemala eleva a 115 los muertos y a 332 los desaparecidos por la erupción del volcán de Fuego https://t.co/kMdhl178zQ
1014610230666317825,2018-07-04 20:41:44,La mejor forma de acabar un miércoles: con la obra #Eltratamiento del @teatrokamikaze Gran trabajo ppr parte de tod… https://t.co/PYJ7xTmKj7
1014536207915802624,2018-07-04 15:47:35,"Interesante conocer cómo apuestan los museos y teatros por las redes sociales, no solo para mostrar lo que hacen si… https://t.co/Hc9DVSPaWa"
1014513412464930816,2018-07-04 14:17:00,https://t.co/I1cSJ0MePL ¿Para cuándo un día del orgullo hetero? Una pena que estos comentarios aún estén normalizad… https://t.co/SMTeMZCGWi
1014499681433505792,2018-07-04 13:22:27,"@TamaraLibertad @ibe_tv @NCINoticias No nos hemos podido despedir @TamaraLibertad Ha sido un placer conocerte, espe… https://t.co/JcG37xRA1q"
1014449225260773376,2018-07-04 10:01:57,RT @AdorianaRei: En el 1º #podcast de ANYTEMA hablamos del rol con el que se representa en los #videojuegos a los personajes #LGTBIQ: Trace…
1012721948172922880,2018-06-29 15:38:22,"RT @materia_ciencia: El biólogo español Francisco Ayala, expulsado de la Universidad de California por acoso sexual. La institución retira…"
1012644354924609536,2018-06-29 10:30:02,"RT @NCINoticias: 📷La escritora y periodista peruana @gabrielawiener publica #DicenDeMi (@Estonoesberlin), un #libro en el que reconstruye s…"
1012589591742877696,2018-06-29 06:52:26,"RT @HoyPorHoy: Ayer se inauguró el Orgullo. Dice @manueljabois: ""Creo que es el momento de que el Orgullo vaya a dónde hace más falta. Hay…"
1012337054741655554,2018-06-28 14:08:56,#UnaPersonaComoYo #StopRacismo https://t.co/J9Y7gVAFWu
1012267873228730368,2018-06-28 09:34:02,"RT @magcedonia: Somos las travestis
Somos las maricas
Somos las bolleras
Somos las locas
Somos las de la pluma

Recuerda homonormativo. Tu…"
1011952635291881472,2018-06-27 12:41:24,"RT @pikaramagazine: La superviviente d #LaManada: “Igual q no bromeamos con enfermedades,no deberíamos bromear sobre una violación. Es inde…"
1011193978329366528,2018-06-25 10:26:46,"RT @MujeresRtve: Cuando las cadenas te ofrezcan las primeras palabras en exclusiva de #LaManada, párate a pensar que hay una mujer agredida…"
1009798703178244096,2018-06-21 14:02:26,@musicavena junto al @Hospital12deOct  ya está demostrando científicamente los beneficios de la música en pacientes… https://t.co/4fma9adRGa
1009429345411174400,2018-06-20 13:34:44,"RT @ctxt_es: Hoy es un buen día para leer nuestro editorial. ""No es solo una cuestión de solidaridad sino también de cumplimiento de la leg…"
1007267646683996160,2018-06-14 14:24:55,Una ardua votación y más de 20 horas. Enhorabuena a las argentinas que llevan luchando por este derecho tanto tiemp… https://t.co/MRH7PhV3ye
1007189405696774144,2018-06-14 09:14:01,RT @HoyPorHoy: Las mujeres en Argentina llevan toda la noche en vela. Están esperando a que sus diputados aprueben una ley que descriminali…
1006901581739016192,2018-06-13 14:10:19,"La cuestión no es si Pedro Sánchez está tranquilo, la cuestión es esta es la mejor forma de generar confianza en un… https://t.co/UQ5VAb4aKI"
1006837647594180608,2018-06-13 09:56:15,RT @yesallwomen: 'Imagine if men were as disgusted with rape as they are with periods'  #YesAllWomen https://t.co/ABMd7ca1Du
1006792853421543424,2018-06-13 06:58:16,"RT @minisashas: Cuando Argentina despierte hoy, irá a votar por primera vez la legalización del aborto, que hoy está dentro de su Código Pe…"
1006186138007166977,2018-06-11 14:47:23,"""En Colombia se diagnostican cada año cerca de 5.000 mujeres con cáncer de cuello de útero"". Una de las razones por… https://t.co/XDp7sLro7f"
1005778781964001280,2018-06-10 11:48:42,"RT @ainaraguezuraga: El periódico @abc_es debería pedir disculpas por este artículo de hoy sobre las ministras, especialmente por este lame…"
1005003266680344576,2018-06-08 08:27:05,"RT @gitanos_org: Os presentamos #GitanasEnEstéreo, una campaña con la que queremos derribar estereotipos e iniciar un movimiento de apoyo y…"
1004756377246593024,2018-06-07 16:06:02,@pepitaseditora ¡Gracias a vosotros! Un saludo.
1004751439946764289,2018-06-07 15:46:25,"Hoy he tenido la oportunidad de entrevistar a una mujer, quizá desconocida para algunos, que renunció a su propia v… https://t.co/SriZJih8Sp"
1004656529247744000,2018-06-07 09:29:16,"RT @NCINoticias: En una entrevista para NCI, el astronauta Pedro Duque reflexionaba sobre la falta de inversión en #ciencia: «a la gente se…"
1004005812229099520,2018-06-05 14:23:33,"RT @BrunaHusky: Qué maravilla!!!! Sol Gallego, directora de El País! No hay candidato mejor. ¡Una periodista magnífica a la cabeza del peri…"
1003947072121397254,2018-06-05 10:30:09,"RT @RequenaAguilar: Hoy cuento la historia de Luis, un chico que reconoce que hace cuatro años abusó sexualmente de una amiga: ""Pensé que s…"
1003604823357427712,2018-06-04 11:50:10,"RT @eldiarioes: 👉🏼 ""Cuando me muera, lo cuentas si quieres, pero no antes""

Tras la muerte de Álvaro Lapuerta, Ignacio Escolar (@iescolar)…"
1002861943676395520,2018-06-02 10:38:14,RT @jordievole: Por primera vez en una toma de posesión de un presidente de gobierno ni crucifijo ni biblia encima de la mesa. Detalles.
1002504288717942784,2018-06-01 10:57:02,Seguid contando la ciencia como lo hacéis. ¡Enhorabuena! @PDICIENCIA https://t.co/fwSINVTdg1
1001702771500953605,2018-05-30 05:52:06,"RT @CdItve: Los Consejos de Informativos exigimos la destitución inmediata del presidente de RTVE, José Antonio Sánchez, tras reconocer que…"
1001392342300061696,2018-05-29 09:18:34,RT @ramonlobo: Moción de censura: @PSOE quiere gobernar para que se le vea; @CiudadanosCs quiere elecciones porque se cree las encuestas; e…
1000688889739268096,2018-05-27 10:43:17,"RT @amnistiamadrid: La carrera toca a su fin y l@s ganador@s ya reciben sus medallas...with you #yemen, con vosotr@s, no os olvidamos. Y ĢR…"
1000514696385089537,2018-05-26 23:11:06,"RT @PepaBueno: Para no desviar el foco de lo esencial, hay que leer atentamente a Soledad Gallego-Díaz https://t.co/H76dUiXEbY"
999907688665440256,2018-05-25 06:59:05,RT @CdItve: Ya es #ViernesNegro5 Los partidos pueden evitar un sexto viernes negro si la semana que viene pulen el acuerdo alcanzado como s…
998136389379162112,2018-05-20 09:40:34,"No al ""parirás con dolor"". https://t.co/K3KDqoM9vn"
997442359767064576,2018-05-18 11:42:44,RT @No_Sin_Mujeres: #No_Sin_Mujeres Acabamos de superar las 400 firmas verificadas de hombres que se comprometen públicamente a no particip…
996710308742868994,2018-05-16 11:13:50,"RT @MSF_Prensa: ""Ayer lunes, nuestros equipos realizaron más de 30 intervenciones quirúrgicas; algunas de ellas con dos o tres pacientes en…"
992072242036133888,2018-05-03 16:03:48,"""Las culturas nacionales [...] se han convertido en un arma estratégica para el desarrollo sostenible"".… https://t.co/33vEOazhOX"
991240062024257536,2018-05-01 08:57:01,RT @AlexHerranz: Cuando te ordenan que quites el plano de un niño en un comedor social porque “eso no pasa en España”... #AsíSeManipula #SO…
989590529754189825,2018-04-26 19:42:22,RT @loveoflesbian: #yositecreo #NOesNO https://t.co/GOQf4Sy4hz
989435943546511360,2018-04-26 09:28:06,"RT @almuariza: ▶️Atención a esto. Hoy ha nacido una plataforma de mujeres en #RTVE. 
Queremos una tele innovadora, de calidad y con perspec…"
984381191322263554,2018-04-12 10:42:19,RT @NCINoticias: 💫¿Cuáles son los retos del futuro de los viajes tripulados? Lo cuenta el #astronauta español Pedro Duque (@astro_duque) en…
984377047563800577,2018-04-12 10:25:51,"RT @ibe_tv: 'Brazadas de superación', una #exposición que recoge momentos de la vida de Ionan, un niño que padece #discapacidad visual, Sín…"
978627359770382342,2018-03-27 13:38:39,RT @aprensamadrid: La Asociación de la Prensa de Madrid defiende el derecho de https://t.co/dHPKjj3SWX de difundir informaciones veraces y…
975794055945781248,2018-03-19 18:00:06,"RT @NCINoticias: La banda @IZALmusic acaba de publicar #Autoterapia, su cuarto disco de estudio. Salimos a la calle para transmitir al quin…"
975744330475491328,2018-03-19 14:42:31,"@snchez_cristina Buenas tardes Cristina, soy Noelia Carrión, periodista de la Televisión Iberoamericana. ¿Podrías f… https://t.co/1WfYaO1HLG"
974681864526090240,2018-03-16 16:20:39,#Stopbulos https://t.co/ANaI76vjLC
974580941376098304,2018-03-16 09:39:37,RT @el_pais: Editorial | Ninguna pena (puede que ni siquiera la de muerte) será consuelo suficiente para los padres de un menor asesinado.…
973308657285980161,2018-03-12 21:24:01,RT @AntonioMaestre: Eduardo Inda y Pedro j.Ramirez están difundiendo odio en sus panfletos. Y no podemos quedarnos callados. https://t.co/8…
972797349956382720,2018-03-11 11:32:16,#CARRERAPORLAESPERANZA https://t.co/b38icjuNoV
972762436859293696,2018-03-11 09:13:32,RT @el_pais: Las razones por las que este movimiento feminista está provocando tanta irritación en algunos hombres https://t.co/6491gnz0bw…
972469641896394753,2018-03-10 13:50:04,RT @mrsahuquillo: Interesantisimo debate y muy enriquecedor con las alumnas del curso de periodismo con perspectiva de género de la @EdPeri…
971753649075638272,2018-03-08 14:24:58,"RT @ManuelaCarmena: El objetivo se ha conseguido. Se trata no solo de reivindicar la igualdad real, sino de enfrentarse a la necesidad de c…"
971399360188579840,2018-03-07 14:57:09,@gogos20 Si quieres puedes escribirme a nciuniversidad@ibe.tv para resolver cualquier duda que tengas. Muchas graci… https://t.co/l12ojbhifq
971399082676715521,2018-03-07 14:56:03,"@gogos20 Buenas tardes Miquel, soy periodista de la Televisión Iberoamericana. Te entrevistamos en SIMO Educación.… https://t.co/Zc6RMIsnFy"
970760274478235649,2018-03-05 20:37:39,Este año todas nos tenemos que sumar #Huelga8M #feminismo https://t.co/ZyDgrAMSwi
